Time_step: 509, MeanReward[31]: -2.69
Time_step: 288371, MeanReward[1]: 1304.90
Time_step: 288856, MeanReward[1]: 1454.11
Time_step: 289176, MeanReward[1]: 971.02
Time_step: 289822, MeanReward[1]: 1741.13
Time_step: 290161, MeanReward[1]: 1062.98
Time_step: 290550, MeanReward[1]: 1021.01
Time_step: 291087, MeanReward[2]: 806.79
Time_step: 291567, MeanReward[2]: 701.45
Time_step: 292359, MeanReward[2]: 1139.91
Time_step: 292615, MeanReward[1]: 741.88
Time_step: 293349, MeanReward[3]: 694.38
Time_step: 293732, MeanReward[1]: 1235.94
Time_step: 294391, MeanReward[2]: 944.13
Time_step: 294615, MeanReward[1]: 607.70
Time_step: 295509, MeanReward[2]: 1247.78
Time_step: 295762, MeanReward[1]: 738.09
Time_step: 296664, MeanReward[2]: 1131.55
Time_step: 296983, MeanReward[1]: 1003.57
Time_step: 297180, MeanReward[1]: 580.53
Time_step: 297833, MeanReward[2]: 906.63
Time_step: 298117, MeanReward[1]: 772.30
Time_step: 298805, MeanReward[2]: 943.10
Time_step: 299144, MeanReward[1]: 953.87
Time_step: 299546, MeanReward[1]: 1115.53
MoviePy - Building video /home/mzoellner/Projects/research/guided-rl/runs/walker2d/20251105-035754/videos/walker2d/humanoid_eval-episode-2.mp4.
MoviePy - Writing video /home/mzoellner/Projects/research/guided-rl/runs/walker2d/20251105-035754/videos/walker2d/humanoid_eval-episode-2.mp4
[34m[1mwandb[0m: [33mWARNING[0m `format` argument was not provided, defaulting to `gif`. This parameter will be required in v0.20.0, please specify the format explicitly.

MoviePy - Done !
MoviePy - video ready /home/mzoellner/Projects/research/guided-rl/runs/walker2d/20251105-035754/videos/walker2d/humanoid_eval-episode-2.mp4
Eval num_timesteps=300000, episode_reward=1447.01 +/- 0.00
Episode length: 472.00 +/- 0.00
New best mean reward!
Time_step: 300190, MeanReward[3]: 613.46
Time_step: 301137, MeanReward[1]: 2508.78
Time_step: 301289, MeanReward[1]: 462.80
Time_step: 301565, MeanReward[1]: 867.11
Time_step: 302053, MeanReward[2]: 659.97
Time_step: 302851, MeanReward[2]: 1163.17
Time_step: 303080, MeanReward[1]: 699.38
Time_step: 303944, MeanReward[2]: 1227.58
Time_step: 304114, MeanReward[1]: 443.71
Time_step: 304725, MeanReward[3]: 586.20
Time_step: 305265, MeanReward[2]: 854.72
Time_step: 305630, MeanReward[1]: 986.03
Time_step: 306263, MeanReward[3]: 579.37
Time_step: 306808, MeanReward[2]: 846.42
Time_step: 307310, MeanReward[1]: 1366.81
Time_step: 307782, MeanReward[1]: 1336.47
Time_step: 308245, MeanReward[2]: 666.85
Time_step: 308672, MeanReward[1]: 1407.34
Time_step: 309321, MeanReward[1]: 1788.67
Time_step: 309577, MeanReward[1]: 826.65
Time_step: 310236, MeanReward[2]: 1043.66
Time_step: 310718, MeanReward[2]: 729.50
Time_step: 311013, MeanReward[1]: 873.24
Time_step: 311592, MeanReward[2]: 801.39
Time_step: 312140, MeanReward[2]: 874.84
Time_step: 312517, MeanReward[2]: 558.47
Time_step: 313256, MeanReward[2]: 1078.88
Time_step: 313548, MeanReward[1]: 894.16
Time_step: 314116, MeanReward[2]: 780.46
Time_step: 314818, MeanReward[2]: 1042.13
Time_step: 315608, MeanReward[1]: 2331.34
Time_step: 316040, MeanReward[1]: 1215.83
Time_step: 316382, MeanReward[1]: 1049.06
Time_step: 316637, MeanReward[1]: 814.09
Time_step: 317395, MeanReward[1]: 2269.73
Time_step: 318055, MeanReward[1]: 1341.93
Time_step: 318193, MeanReward[1]: 388.84
Time_step: 318848, MeanReward[1]: 1716.50
Time_step: 319115, MeanReward[1]: 737.06
Time_step: 319682, MeanReward[2]: 814.30
Time_step: 320106, MeanReward[1]: 1275.06
Time_step: 320683, MeanReward[2]: 923.12
Time_step: 321048, MeanReward[2]: 531.60
Time_step: 321831, MeanReward[1]: 2198.75
Time_step: 322208, MeanReward[1]: 1099.64
Time_step: 323208, MeanReward[1]: 2510.41
Time_step: 323666, MeanReward[1]: 1286.08
Time_step: 324322, MeanReward[1]: 1732.07
Time_step: 324708, MeanReward[1]: 1174.69
Time_step: 325105, MeanReward[1]: 1217.32
Time_step: 325554, MeanReward[1]: 1247.70
Time_step: 325695, MeanReward[1]: 382.69
Time_step: 326390, MeanReward[2]: 983.03
Time_step: 326708, MeanReward[1]: 836.98
Time_step: 327116, MeanReward[1]: 1199.26
Time_step: 327736, MeanReward[1]: 1821.77
Time_step: 328736, MeanReward[1]: 2472.21
Time_step: 328884, MeanReward[1]: 374.08
Time_step: 329186, MeanReward[1]: 884.51
Time_step: 329895, MeanReward[2]: 1031.43
Time_step: 330054, MeanReward[1]: 456.70
Time_step: 330528, MeanReward[1]: 1378.33
Time_step: 331254, MeanReward[2]: 1037.40
Time_step: 331901, MeanReward[1]: 1859.74
Time_step: 332210, MeanReward[1]: 952.67
Time_step: 332639, MeanReward[1]: 1288.70
Time_step: 333699, MeanReward[2]: 1341.91
Time_step: 334358, MeanReward[1]: 2003.53
Time_step: 334553, MeanReward[1]: 572.42
Time_step: 335283, MeanReward[1]: 2297.71
Time_step: 335441, MeanReward[1]: 464.14
Time_step: 335695, MeanReward[1]: 664.26
Time_step: 336460, MeanReward[1]: 2334.77
Time_step: 336603, MeanReward[1]: 419.41
Time_step: 337294, MeanReward[1]: 1975.76
Time_step: 337589, MeanReward[1]: 925.44
Time_step: 338242, MeanReward[1]: 1921.03
Time_step: 338716, MeanReward[1]: 1406.40
Time_step: 339040, MeanReward[1]: 940.69
Time_step: 339872, MeanReward[1]: 2681.44
Time_step: 340449, MeanReward[1]: 1595.78
Time_step: 341150, MeanReward[1]: 1972.60
Time_step: 341527, MeanReward[1]: 1098.91
Time_step: 341810, MeanReward[1]: 845.81
Time_step: 342035, MeanReward[1]: 666.03
Time_step: 342602, MeanReward[2]: 789.69
Time_step: 343466, MeanReward[2]: 1298.43
Time_step: 343602, MeanReward[1]: 378.42
Time_step: 344128, MeanReward[1]: 1632.91
Time_step: 344555, MeanReward[2]: 651.22
Time_step: 345095, MeanReward[2]: 714.00
Time_step: 345581, MeanReward[2]: 719.20
Time_step: 346190, MeanReward[2]: 919.85
Time_step: 346722, MeanReward[1]: 1709.97
Time_step: 347292, MeanReward[2]: 845.12
Time_step: 347627, MeanReward[1]: 1012.41
Time_step: 348064, MeanReward[2]: 642.08
Time_step: 348889, MeanReward[2]: 1194.11
Time_step: 349163, MeanReward[1]: 808.46
Time_step: 349584, MeanReward[2]: 610.77
Time_step: 350059, MeanReward[2]: 722.12
Time_step: 350521, MeanReward[1]: 1292.57
Time_step: 351029, MeanReward[2]: 739.30
Time_step: 352047, MeanReward[2]: 1568.20
Time_step: 352422, MeanReward[1]: 1080.82
Time_step: 352915, MeanReward[1]: 1416.54
Time_step: 353235, MeanReward[1]: 899.75
Time_step: 353795, MeanReward[2]: 760.93
Time_step: 354270, MeanReward[2]: 689.21
Time_step: 355140, MeanReward[1]: 2453.01
Time_step: 355428, MeanReward[1]: 787.09
Time_step: 355571, MeanReward[1]: 391.46
Time_step: 356184, MeanReward[1]: 1882.84
Time_step: 356867, MeanReward[1]: 2105.54
Time_step: 357474, MeanReward[1]: 1900.54
Time_step: 357752, MeanReward[1]: 858.81
Time_step: 358099, MeanReward[1]: 1036.22
Time_step: 358677, MeanReward[2]: 876.02
Time_step: 359080, MeanReward[1]: 1244.04
Time_step: 359651, MeanReward[2]: 821.57
Time_step: 360080, MeanReward[1]: 1219.45
Time_step: 360718, MeanReward[1]: 1888.41
Time_step: 361300, MeanReward[2]: 936.33
Time_step: 361639, MeanReward[1]: 1030.43
Time_step: 362101, MeanReward[1]: 1434.86
Time_step: 362590, MeanReward[1]: 1495.12
Time_step: 363024, MeanReward[1]: 1325.05
Time_step: 364013, MeanReward[1]: 2866.57
Time_step: 364490, MeanReward[1]: 1388.87
Time_step: 364866, MeanReward[1]: 1091.62
Time_step: 365662, MeanReward[1]: 2061.60
Time_step: 366033, MeanReward[1]: 1010.82
Time_step: 366224, MeanReward[1]: 602.09
Time_step: 366764, MeanReward[2]: 756.59
Time_step: 367069, MeanReward[1]: 819.04
Time_step: 367943, MeanReward[1]: 2556.87
Time_step: 368641, MeanReward[1]: 2148.76
Time_step: 369363, MeanReward[1]: 2178.80
Time_step: 370363, MeanReward[1]: 2747.62
Time_step: 370654, MeanReward[1]: 844.42
Time_step: 371291, MeanReward[1]: 1916.88
Time_step: 371640, MeanReward[1]: 1005.60
Time_step: 371975, MeanReward[1]: 926.97
Time_step: 372264, MeanReward[1]: 900.87
Time_step: 373025, MeanReward[1]: 2102.98
Time_step: 373605, MeanReward[1]: 1547.10
Time_step: 374605, MeanReward[1]: 2607.55
Time_step: 375597, MeanReward[1]: 2674.10
Time_step: 375887, MeanReward[1]: 802.40
Time_step: 376429, MeanReward[1]: 1607.56
Time_step: 376761, MeanReward[1]: 872.27
Time_step: 377181, MeanReward[1]: 1127.29
Time_step: 378072, MeanReward[1]: 2507.60
Time_step: 378666, MeanReward[1]: 1565.44
Time_step: 379107, MeanReward[1]: 1044.36
Time_step: 379597, MeanReward[1]: 1648.50
Time_step: 380516, MeanReward[1]: 2952.35
Time_step: 380791, MeanReward[1]: 707.65
Time_step: 381206, MeanReward[1]: 1290.28
Time_step: 381347, MeanReward[1]: 398.76
Time_step: 381619, MeanReward[1]: 864.96
Time_step: 382442, MeanReward[1]: 2428.95
Time_step: 382567, MeanReward[1]: 347.50
Time_step: 382865, MeanReward[1]: 842.91
Time_step: 383162, MeanReward[1]: 999.33
Time_step: 383459, MeanReward[1]: 908.35
Time_step: 383787, MeanReward[1]: 1061.09
Time_step: 383953, MeanReward[1]: 501.81
Time_step: 384422, MeanReward[1]: 1492.67
Time_step: 384733, MeanReward[1]: 884.76
Time_step: 385329, MeanReward[1]: 1759.08
Time_step: 385915, MeanReward[1]: 1926.37
Time_step: 386140, MeanReward[1]: 660.57
Time_step: 386565, MeanReward[1]: 1443.25
Time_step: 387836, MeanReward[2]: 1853.74
Time_step: 388222, MeanReward[1]: 1240.99
Time_step: 388614, MeanReward[1]: 1283.47
Time_step: 389048, MeanReward[1]: 1377.60
Time_step: 389913, MeanReward[1]: 2680.25
Time_step: 390238, MeanReward[1]: 950.92
Time_step: 390819, MeanReward[1]: 1884.78
Time_step: 390941, MeanReward[1]: 333.52
Time_step: 391107, MeanReward[1]: 439.83
Time_step: 391806, MeanReward[2]: 1113.67
Time_step: 392173, MeanReward[1]: 1222.80
Time_step: 393173, MeanReward[1]: 2140.01
Time_step: 393543, MeanReward[1]: 1014.41
Time_step: 393975, MeanReward[1]: 1428.30
Time_step: 394407, MeanReward[1]: 1304.51
Time_step: 395407, MeanReward[1]: 2523.49
Time_step: 395762, MeanReward[1]: 1064.22
Time_step: 396496, MeanReward[1]: 2360.10
Time_step: 396964, MeanReward[1]: 1297.46
Time_step: 397119, MeanReward[1]: 463.63
Time_step: 397834, MeanReward[1]: 2119.50
Time_step: 398253, MeanReward[1]: 1279.14
Time_step: 398653, MeanReward[1]: 1009.66
Time_step: 399070, MeanReward[1]: 1276.19
Time_step: 399224, MeanReward[1]: 441.38
MoviePy - Building video /home/mzoellner/Projects/research/guided-rl/runs/walker2d/20251105-035754/videos/walker2d/humanoid_eval-episode-3.mp4.
MoviePy - Writing video /home/mzoellner/Projects/research/guided-rl/runs/walker2d/20251105-035754/videos/walker2d/humanoid_eval-episode-3.mp4
[34m[1mwandb[0m: [33mWARNING[0m `format` argument was not provided, defaulting to `gif`. This parameter will be required in v0.20.0, please specify the format explicitly.

MoviePy - Done !
MoviePy - video ready /home/mzoellner/Projects/research/guided-rl/runs/walker2d/20251105-035754/videos/walker2d/humanoid_eval-episode-3.mp4
Eval num_timesteps=400000, episode_reward=933.72 +/- 0.00
Episode length: 306.00 +/- 0.00
Time_step: 400096, MeanReward[1]: 2564.71
Time_step: 400491, MeanReward[1]: 1337.26
Time_step: 400774, MeanReward[1]: 850.77
Time_step: 401835, MeanReward[2]: 1532.60
Time_step: 401960, MeanReward[1]: 317.49
Time_step: 402536, MeanReward[1]: 1673.57
Time_step: 402806, MeanReward[1]: 838.92
Time_step: 403654, MeanReward[1]: 2663.48
Time_step: 403794, MeanReward[1]: 364.00
Time_step: 404226, MeanReward[1]: 1405.84
Time_step: 404698, MeanReward[1]: 1487.12
Time_step: 405386, MeanReward[2]: 1074.52
Time_step: 405609, MeanReward[1]: 687.58
Time_step: 406135, MeanReward[2]: 823.85
Time_step: 406626, MeanReward[2]: 803.65
Time_step: 407046, MeanReward[1]: 1190.94
Time_step: 407825, MeanReward[1]: 2366.45
Time_step: 408380, MeanReward[2]: 723.96
Time_step: 409102, MeanReward[1]: 2129.37
Time_step: 409429, MeanReward[1]: 1057.50
Time_step: 409850, MeanReward[1]: 1350.09
Time_step: 410115, MeanReward[1]: 666.02
Time_step: 410663, MeanReward[1]: 1690.11
Time_step: 411330, MeanReward[3]: 626.29
Time_step: 412045, MeanReward[1]: 2383.23
Time_step: 412380, MeanReward[1]: 1019.85
Time_step: 412639, MeanReward[1]: 775.89
Time_step: 413135, MeanReward[2]: 677.91
Time_step: 413965, MeanReward[2]: 1332.36
Time_step: 414345, MeanReward[1]: 1185.40
Time_step: 414618, MeanReward[1]: 812.78
Time_step: 415205, MeanReward[3]: 613.22
Time_step: 415644, MeanReward[1]: 1480.74
Time_step: 416187, MeanReward[2]: 764.49
Time_step: 416634, MeanReward[2]: 693.17
Time_step: 417150, MeanReward[2]: 826.74
Time_step: 417776, MeanReward[2]: 958.39
Time_step: 418299, MeanReward[1]: 1737.16
Time_step: 419299, MeanReward[1]: 2763.22
Time_step: 419713, MeanReward[1]: 1298.75
Time_step: 420552, MeanReward[1]: 2676.24
Time_step: 421001, MeanReward[1]: 1456.90
Time_step: 421873, MeanReward[1]: 2840.17
Time_step: 422873, MeanReward[1]: 2904.52
Time_step: 423593, MeanReward[1]: 2270.20
Time_step: 423729, MeanReward[1]: 375.01
Time_step: 423872, MeanReward[1]: 412.50
Time_step: 424099, MeanReward[1]: 681.14
Time_step: 424401, MeanReward[1]: 867.57
Time_step: 424683, MeanReward[1]: 785.71
Time_step: 425084, MeanReward[1]: 1258.68
Time_step: 425417, MeanReward[1]: 1070.86
Time_step: 425698, MeanReward[1]: 952.78
Time_step: 426291, MeanReward[2]: 921.83
Time_step: 426643, MeanReward[1]: 1089.58
Time_step: 427396, MeanReward[1]: 2254.69
Time_step: 428003, MeanReward[1]: 1932.16
Time_step: 428138, MeanReward[1]: 378.58
Time_step: 428685, MeanReward[2]: 840.93
Time_step: 429135, MeanReward[1]: 1379.68
Time_step: 429882, MeanReward[2]: 1184.73
Time_step: 430262, MeanReward[1]: 1153.62
Time_step: 430558, MeanReward[1]: 911.17
Time_step: 431114, MeanReward[2]: 864.27
Time_step: 432371, MeanReward[2]: 1911.57
Time_step: 432885, MeanReward[1]: 1746.25
Time_step: 433203, MeanReward[1]: 997.05
Time_step: 434203, MeanReward[1]: 2990.94
Time_step: 434795, MeanReward[1]: 1896.66
Time_step: 435104, MeanReward[1]: 962.45
Time_step: 435268, MeanReward[1]: 455.93
Time_step: 435640, MeanReward[1]: 1168.01
Time_step: 436308, MeanReward[1]: 1973.88
Time_step: 436652, MeanReward[1]: 1080.94
Time_step: 436948, MeanReward[1]: 1004.65
Time_step: 437634, MeanReward[1]: 2097.75
Time_step: 438248, MeanReward[1]: 1889.59
Time_step: 438397, MeanReward[1]: 420.32
Time_step: 438757, MeanReward[1]: 1183.81
Time_step: 439188, MeanReward[1]: 1414.22
Time_step: 439969, MeanReward[2]: 1268.50
Time_step: 440653, MeanReward[1]: 2359.09
Time_step: 441078, MeanReward[1]: 1432.90
Time_step: 441357, MeanReward[1]: 839.17
Time_step: 441678, MeanReward[1]: 1027.52
Time_step: 442026, MeanReward[2]: 529.96
Time_step: 442789, MeanReward[2]: 1274.44
Time_step: 443750, MeanReward[1]: 3104.77
Time_step: 444124, MeanReward[1]: 1227.44
Time_step: 444492, MeanReward[1]: 1019.75
Time_step: 444627, MeanReward[1]: 369.11
Time_step: 445042, MeanReward[2]: 621.44
Time_step: 445929, MeanReward[1]: 2694.45
Time_step: 446302, MeanReward[1]: 1177.52
Time_step: 447101, MeanReward[1]: 2547.14
Time_step: 447505, MeanReward[1]: 1321.12
Time_step: 448505, MeanReward[1]: 2951.52
Time_step: 448806, MeanReward[1]: 1006.00
Time_step: 448969, MeanReward[1]: 469.87
Time_step: 449208, MeanReward[1]: 722.88
Time_step: 449822, MeanReward[1]: 1813.21
Time_step: 450248, MeanReward[1]: 1290.31
Time_step: 451112, MeanReward[1]: 2788.43
Time_step: 451424, MeanReward[1]: 999.21
Time_step: 451887, MeanReward[1]: 1602.16
Time_step: 452771, MeanReward[1]: 2877.11
Time_step: 453771, MeanReward[1]: 3220.78
Time_step: 454771, MeanReward[1]: 2976.25
Time_step: 455430, MeanReward[1]: 2190.23
Time_step: 456430, MeanReward[1]: 3082.47
Time_step: 456558, MeanReward[1]: 349.58
Time_step: 456888, MeanReward[1]: 877.12
Time_step: 457322, MeanReward[1]: 1425.55
Time_step: 457700, MeanReward[1]: 1181.90
Time_step: 458511, MeanReward[1]: 2570.95
Time_step: 458854, MeanReward[1]: 951.41
Time_step: 459022, MeanReward[1]: 480.65
Time_step: 459184, MeanReward[1]: 465.71
Time_step: 459320, MeanReward[1]: 377.37
Time_step: 459735, MeanReward[1]: 1281.54
Time_step: 459868, MeanReward[1]: 379.76
Time_step: 460113, MeanReward[1]: 762.90
Time_step: 460652, MeanReward[1]: 1831.27
Time_step: 461254, MeanReward[2]: 988.97
Time_step: 461856, MeanReward[2]: 934.85
Time_step: 462725, MeanReward[1]: 2754.15
Time_step: 463088, MeanReward[1]: 1032.03
Time_step: 463361, MeanReward[1]: 825.65
Time_step: 464361, MeanReward[1]: 2907.60
Time_step: 464496, MeanReward[1]: 351.26
Time_step: 465496, MeanReward[1]: 2981.17
Time_step: 465876, MeanReward[1]: 1200.12
Time_step: 466373, MeanReward[1]: 1526.91
Time_step: 466519, MeanReward[1]: 417.86
Time_step: 466685, MeanReward[1]: 458.78
Time_step: 467594, MeanReward[2]: 1397.23
Time_step: 467740, MeanReward[1]: 409.44
Time_step: 468740, MeanReward[1]: 2983.99
Time_step: 468860, MeanReward[1]: 334.02
Time_step: 469197, MeanReward[1]: 1001.71
Time_step: 470125, MeanReward[1]: 2929.54
Time_step: 470642, MeanReward[1]: 1741.23
Time_step: 471020, MeanReward[1]: 1165.19
Time_step: 471581, MeanReward[1]: 1807.93
Time_step: 471747, MeanReward[1]: 469.97
Time_step: 472199, MeanReward[1]: 1516.23
Time_step: 472646, MeanReward[1]: 1455.21
Time_step: 473107, MeanReward[3]: 430.40
Time_step: 473992, MeanReward[2]: 1426.95
Time_step: 474148, MeanReward[1]: 431.52
Time_step: 474730, MeanReward[1]: 1677.01
Time_step: 475133, MeanReward[1]: 1113.72
Time_step: 475526, MeanReward[2]: 544.58
Time_step: 476025, MeanReward[1]: 1626.49
Time_step: 476692, MeanReward[3]: 714.15
Time_step: 477034, MeanReward[1]: 1096.96
Time_step: 477572, MeanReward[1]: 1783.28
Time_step: 478002, MeanReward[1]: 1277.96
Time_step: 478755, MeanReward[1]: 2427.14
Time_step: 479175, MeanReward[1]: 1385.59
Time_step: 479822, MeanReward[2]: 1021.11
Time_step: 480597, MeanReward[2]: 1188.55
Time_step: 480766, MeanReward[1]: 463.55
Time_step: 481156, MeanReward[1]: 1217.29
Time_step: 481914, MeanReward[1]: 2552.60
Time_step: 482158, MeanReward[1]: 781.61
Time_step: 482546, MeanReward[2]: 571.23
Time_step: 483045, MeanReward[1]: 1655.39
Time_step: 483710, MeanReward[2]: 1028.28
Time_step: 484028, MeanReward[1]: 964.07
Time_step: 485163, MeanReward[2]: 1770.22
Time_step: 485570, MeanReward[1]: 1311.71
Time_step: 485750, MeanReward[1]: 481.43
Time_step: 486062, MeanReward[1]: 985.71
Time_step: 486667, MeanReward[1]: 1874.52
Time_step: 487983, MeanReward[2]: 2078.87
Time_step: 488448, MeanReward[1]: 1533.27
Time_step: 488651, MeanReward[1]: 597.11
Time_step: 489044, MeanReward[1]: 1243.60
Time_step: 489841, MeanReward[1]: 2667.39
Time_step: 490431, MeanReward[1]: 1885.86
Time_step: 490655, MeanReward[1]: 709.41
Time_step: 491086, MeanReward[1]: 1395.21
Time_step: 491381, MeanReward[1]: 867.11
Time_step: 491985, MeanReward[1]: 1942.37
Time_step: 492397, MeanReward[1]: 1234.29
Time_step: 492944, MeanReward[1]: 1733.36
Time_step: 493110, MeanReward[1]: 463.00
Time_step: 493505, MeanReward[1]: 1252.48
Time_step: 494222, MeanReward[2]: 1214.15
Time_step: 494880, MeanReward[1]: 2134.36
Time_step: 495166, MeanReward[1]: 950.30
Time_step: 495555, MeanReward[1]: 1268.11
Time_step: 496228, MeanReward[1]: 2160.40
Time_step: 497125, MeanReward[1]: 2805.28
Time_step: 497271, MeanReward[1]: 417.59
Time_step: 497812, MeanReward[1]: 1667.60
Time_step: 498681, MeanReward[1]: 2612.97
Time_step: 499008, MeanReward[1]: 1074.85
Time_step: 499330, MeanReward[1]: 1060.03
Time_step: 499737, MeanReward[1]: 1215.49
MoviePy - Building video /home/mzoellner/Projects/research/guided-rl/runs/walker2d/20251105-035754/videos/walker2d/humanoid_eval-episode-4.mp4.
MoviePy - Writing video /home/mzoellner/Projects/research/guided-rl/runs/walker2d/20251105-035754/videos/walker2d/humanoid_eval-episode-4.mp4
[34m[1mwandb[0m: [33mWARNING[0m `format` argument was not provided, defaulting to `gif`. This parameter will be required in v0.20.0, please specify the format explicitly.

MoviePy - Done !
MoviePy - video ready /home/mzoellner/Projects/research/guided-rl/runs/walker2d/20251105-035754/videos/walker2d/humanoid_eval-episode-4.mp4
Eval num_timesteps=500000, episode_reward=3235.00 +/- 0.00
Episode length: 1000.00 +/- 0.00
New best mean reward!
Time_step: 500341, MeanReward[1]: 1829.97
Time_step: 500586, MeanReward[1]: 742.30
Time_step: 501809, MeanReward[2]: 1902.24
Time_step: 502208, MeanReward[1]: 1287.50
Time_step: 502449, MeanReward[1]: 701.49
Time_step: 502745, MeanReward[1]: 913.66
Time_step: 503191, MeanReward[1]: 1355.26
Time_step: 503669, MeanReward[1]: 1567.24
Time_step: 504093, MeanReward[2]: 628.72
Time_step: 504536, MeanReward[1]: 1393.87
Time_step: 505083, MeanReward[1]: 1703.16
Time_step: 505794, MeanReward[1]: 2227.77
Time_step: 506270, MeanReward[1]: 1425.28
Time_step: 506942, MeanReward[2]: 1034.32
Time_step: 507297, MeanReward[1]: 1069.91
Time_step: 507662, MeanReward[1]: 1187.87
Time_step: 508106, MeanReward[1]: 1398.91
Time_step: 508514, MeanReward[1]: 1349.08
Time_step: 509514, MeanReward[1]: 3276.62
Time_step: 510090, MeanReward[1]: 1761.14
Time_step: 511090, MeanReward[1]: 3228.90
Time_step: 511438, MeanReward[1]: 1016.28
Time_step: 511879, MeanReward[1]: 1511.20
Time_step: 512274, MeanReward[1]: 1268.90
Time_step: 513274, MeanReward[1]: 3082.34
Time_step: 513591, MeanReward[1]: 965.11
Time_step: 513947, MeanReward[1]: 1051.58
Time_step: 514587, MeanReward[1]: 2055.98
Time_step: 514736, MeanReward[1]: 426.98
Time_step: 515186, MeanReward[1]: 1363.03
Time_step: 515692, MeanReward[1]: 1591.32
Time_step: 516390, MeanReward[1]: 2141.85
Time_step: 516839, MeanReward[1]: 1378.67
Time_step: 517156, MeanReward[1]: 954.86
Time_step: 517581, MeanReward[1]: 1371.34
Time_step: 518106, MeanReward[1]: 1579.38
Time_step: 518627, MeanReward[1]: 1593.09
Time_step: 518756, MeanReward[1]: 353.27
Time_step: 519181, MeanReward[1]: 1355.68
Time_step: 519883, MeanReward[1]: 2255.73
Time_step: 520226, MeanReward[1]: 997.02
Time_step: 520524, MeanReward[1]: 957.42
Time_step: 521153, MeanReward[2]: 933.94
Time_step: 521923, MeanReward[2]: 1125.68
Time_step: 522062, MeanReward[1]: 377.57
Time_step: 522782, MeanReward[1]: 2278.94
Time_step: 523782, MeanReward[1]: 3314.73
Time_step: 524353, MeanReward[1]: 1821.39
Time_step: 524785, MeanReward[1]: 1391.52
Time_step: 525127, MeanReward[1]: 1039.52
Time_step: 526127, MeanReward[1]: 3260.49
Time_step: 526401, MeanReward[1]: 847.49
Time_step: 527368, MeanReward[1]: 2823.42
Time_step: 527928, MeanReward[1]: 1840.57
Time_step: 528268, MeanReward[1]: 1022.25
Time_step: 528962, MeanReward[1]: 2133.30
Time_step: 529669, MeanReward[1]: 2191.69
Time_step: 530006, MeanReward[1]: 1103.24
Time_step: 530560, MeanReward[1]: 1836.65
Time_step: 530980, MeanReward[1]: 1339.46
Time_step: 531277, MeanReward[1]: 872.51
Time_step: 531587, MeanReward[1]: 939.07
Time_step: 531806, MeanReward[1]: 650.44
Time_step: 532214, MeanReward[1]: 1232.63
Time_step: 532628, MeanReward[1]: 1315.30
Time_step: 533239, MeanReward[1]: 2053.62
Time_step: 533468, MeanReward[1]: 677.73
Time_step: 533825, MeanReward[1]: 1153.07
Time_step: 534415, MeanReward[1]: 1905.74
Time_step: 535292, MeanReward[1]: 2836.10
Time_step: 535600, MeanReward[1]: 907.20
Time_step: 535735, MeanReward[1]: 375.29
Time_step: 536753, MeanReward[2]: 1680.88
Time_step: 537725, MeanReward[1]: 3138.91
Time_step: 538224, MeanReward[1]: 1541.87
Time_step: 539016, MeanReward[1]: 2312.15
Time_step: 539942, MeanReward[1]: 3195.74
Time_step: 540212, MeanReward[1]: 814.34
Time_step: 540371, MeanReward[1]: 459.68
Time_step: 540671, MeanReward[1]: 891.80
Time_step: 540966, MeanReward[1]: 948.33
Time_step: 541434, MeanReward[1]: 1543.78
Time_step: 541907, MeanReward[1]: 1551.02
Time_step: 542399, MeanReward[1]: 1562.58
Time_step: 542634, MeanReward[1]: 757.58
Time_step: 543186, MeanReward[1]: 1907.00
Time_step: 543794, MeanReward[1]: 2086.59
Time_step: 544243, MeanReward[1]: 1462.50
Time_step: 544662, MeanReward[1]: 1382.78
Time_step: 545022, MeanReward[1]: 1165.59
Time_step: 545163, MeanReward[1]: 408.34
Time_step: 545799, MeanReward[1]: 2026.76
Time_step: 546030, MeanReward[1]: 731.76
Time_step: 546853, MeanReward[1]: 2575.78
Time_step: 547428, MeanReward[1]: 1916.74
Time_step: 547586, MeanReward[1]: 447.94
Time_step: 548245, MeanReward[2]: 1047.00
Time_step: 548525, MeanReward[1]: 830.06
Time_step: 549164, MeanReward[1]: 2034.91
Time_step: 550269, MeanReward[2]: 1881.63
Time_step: 550618, MeanReward[1]: 1073.39
Time_step: 550988, MeanReward[1]: 1191.90
Time_step: 551585, MeanReward[1]: 1936.30
Time_step: 552077, MeanReward[1]: 1508.61
Time_step: 552709, MeanReward[1]: 2102.41
Time_step: 553098, MeanReward[1]: 1243.55
Time_step: 554098, MeanReward[1]: 3310.28
Time_step: 554736, MeanReward[1]: 2118.19
Time_step: 555337, MeanReward[1]: 2015.54
Time_step: 555742, MeanReward[1]: 1357.78
Time_step: 556249, MeanReward[1]: 1681.34
Time_step: 556640, MeanReward[1]: 1262.61
Time_step: 557491, MeanReward[1]: 2800.96
Time_step: 557936, MeanReward[1]: 1467.55
Time_step: 558570, MeanReward[1]: 2065.92
Time_step: 558907, MeanReward[1]: 1105.46
Time_step: 559181, MeanReward[1]: 855.90
Time_step: 559713, MeanReward[1]: 1753.14
Time_step: 560524, MeanReward[1]: 2817.89
Time_step: 561524, MeanReward[1]: 3293.71
Time_step: 561661, MeanReward[1]: 394.42
Time_step: 562379, MeanReward[1]: 2361.27
Time_step: 563317, MeanReward[1]: 3237.32
